episode_id,show_type,campaign,arc,episode_number,title,airdate,vod_url,wiki_url,runtime,watched,notes,has_cooldown,cooldown_date
Main Campaign|Campaign One: Vox Machina|70|Trust,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,70,Trust,2016-10-06,https://www.youtube.com/watch?v=YxWU4r-cLIY,https://criticalrole.fandom.com/wiki/Trust,3:59:32,False,,False,
Main Campaign|Campaign One: Vox Machina|71|Vorugal,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,71,Vorugal,2016-10-13,https://www.youtube.com/watch?v=-I_tnzBKSWk,https://criticalrole.fandom.com/wiki/Vorugal_(episode),4:52:25,False,,False,
Main Campaign|Campaign One: Vox Machina|72|The Elephant in the Room,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,72,The Elephant in the Room,2016-10-20,https://www.youtube.com/watch?v=qn8tLbXWAtc,https://criticalrole.fandom.com/wiki/The_Elephant_in_the_Room,3:06:50,False,,False,
Webseries|Game Master Tips|9|Setting Up Your Screen,Webseries,Game Master Tips,,9,Setting Up Your Screen,2016-10-20,https://youtu.be/YRMVTmbe-Is,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Main Campaign|Campaign One: Vox Machina|73|The Coming Storm,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,73,The Coming Storm,2016-10-27,https://www.youtube.com/watch?v=UHUBmvRNrik,https://criticalrole.fandom.com/wiki/The_Coming_Storm,3:24:38,False,,False,
Webseries|Game Master Tips|10|Improv and the Unexpected,Webseries,Game Master Tips,,10,Improv and the Unexpected,2016-10-27,https://youtu.be/rKU2e5Xrx1k,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Main Campaign|Campaign One: Vox Machina|74|Path of Brass,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,74,Path of Brass,2016-11-03,https://www.youtube.com/watch?v=2U21dJrY6ZI,https://criticalrole.fandom.com/wiki/Path_of_Brass,4:00:17,False,,False,
Webseries|Game Master Tips|11|Getting Players to Roleplay,Webseries,Game Master Tips,,11,Getting Players to Roleplay,2016-11-03,https://youtu.be/srsSEIb-Bw4,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Main Campaign|Campaign One: Vox Machina|75|Where the Cards Fall,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,75,Where the Cards Fall,2016-11-10,https://www.youtube.com/watch?v=Qz-twLRAE_A,https://criticalrole.fandom.com/wiki/Where_the_Cards_Fall,3:57:40,False,,False,
Webseries|Game Master Tips|12|How to Customize Creatures,Webseries,Game Master Tips,,12,How to Customize Creatures,2016-11-10,https://youtu.be/BVmbjUiR-YA,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Talk Show|Talks Machina|1|Where the Cards Fall,Talk Show,Talks Machina,,1,Where the Cards Fall,2016-11-15,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/xdwn9E2tFZw,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_1,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|76|Brawl in the Arches,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,76,Brawl in the Arches,2016-11-17,https://www.youtube.com/watch?v=L4Sb53wvbKI,https://criticalrole.fandom.com/wiki/Brawl_in_the_Arches,3:52:02,False,,False,
Webseries|Game Master Tips|13|Creating Magical Items,Webseries,Game Master Tips,,13,Creating Magical Items,2016-11-17,https://youtu.be/rMcC6E9Gzbo,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Talk Show|Talks Machina|2|Brawl in the Arches,Talk Show,Talks Machina,,2,Brawl in the Arches,2016-11-22,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/L65vZLWm1BU,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_2,,False,Hosted by Brian Wayne Foster,False,
Webseries|Game Master Tips|14|Fixing GM Mistakes,Webseries,Game Master Tips,,14,Fixing GM Mistakes,2016-11-24,https://youtu.be/z7ArhJ-5tOY,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Talk Show|Talks Machina|3|General Q&A,Talk Show,Talks Machina,,3,General Q&A,2016-11-29,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/WrJVs7rXU0w,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_3,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|77|Clash at Daxio,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,77,Clash at Daxio,2016-12-01,https://www.youtube.com/watch?v=43gRUYn4x_M,https://criticalrole.fandom.com/wiki/Clash_at_Daxio,4:25:15,False,,False,
Webseries|Game Master Tips|15|Player Character Deaths,Webseries,Game Master Tips,,15,Player Character Deaths,2016-12-01,https://youtu.be/Kr0ylBvViU8,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Talk Show|Talks Machina|4|Clash at Daxio,Talk Show,Talks Machina,,4,Clash at Daxio,2016-12-06,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/UnYW64_YNwg,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_4,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|78|The Siege of Emon,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,78,The Siege of Emon,2016-12-08,https://www.youtube.com/watch?v=tEnHX2XiGaQ,https://criticalrole.fandom.com/wiki/The_Siege_of_Emon,4:16:26,False,,False,
Webseries|Game Master Tips|16|How to Run an Evil Campaign,Webseries,Game Master Tips,,16,How to Run an Evil Campaign,2016-12-08,https://youtu.be/LFBKCvD5D3o,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Talk Show|Talks Machina|5|The Siege of Emon,Talk Show,Talks Machina,,5,The Siege of Emon,2016-12-13,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/vEoVV2b16QI,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_5,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|79|Thordak,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,79,Thordak,2016-12-15,https://www.youtube.com/watch?v=THyXWq5iS0k,https://criticalrole.fandom.com/wiki/Thordak_(episode),4:26:39,False,,False,
Talk Show|Talks Machina|6|December 2016 Critmas,Talk Show,Talks Machina,,6,December 2016 Critmas,2016-12-20,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/OJ81ydo91cw,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_6,,False,Hosted by Brian Wayne Foster,False,
Talk Show|Talks Machina|7|Thordak,Talk Show,Talks Machina,,7,Thordak,2017-01-03,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/l4EqppbqClE,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_7,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|80|Raishan,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,80,Raishan,2017-01-05,https://www.youtube.com/watch?v=5jc1pbOVUX0,https://criticalrole.fandom.com/wiki/Raishan_(episode),3:23:30,False,,False,
Talk Show|Talks Machina|8|Raishan,Talk Show,Talks Machina,,8,Raishan,2017-01-10,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/2P2boewe0T8,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_8,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|81|What Lies Beneath the Surface,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,81,What Lies Beneath the Surface,2017-01-12,https://www.youtube.com/watch?v=um3mkvNmDPY,https://criticalrole.fandom.com/wiki/What_Lies_Beneath_the_Surface,4:00:50,False,,False,
Talk Show|Talks Machina|9|What Lies Beneath the Surface,Talk Show,Talks Machina,,9,What Lies Beneath the Surface,2017-01-17,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/FQ5gL7Yh1qU,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_9,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|82|Deadly Echoes,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,82,Deadly Echoes,2017-01-19,https://www.youtube.com/watch?v=Mgjf7knzbx0,https://criticalrole.fandom.com/wiki/Deadly_Echoes,4:48:33,False,,False,
Talk Show|Talks Machina|10|Deadly Echoes,Talk Show,Talks Machina,,10,Deadly Echoes,2017-01-24,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/YKqzDktiYXM,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_10,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|83|The Deceiver's Stand,Main Campaign,Campaign One: Vox Machina,Arc 3: The Chroma Conclave,83,The Deceiver's Stand,2017-01-26,https://www.youtube.com/watch?v=4z_wF_SJR2I,https://criticalrole.fandom.com/wiki/The_Deceiver%27s_Stand,4:18:13,False,,False,
Talk Show|Talks Machina|11|The Deceiver's Stand,Talk Show,Talks Machina,,11,The Deceiver's Stand,2017-01-31,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/SD95N_5plYs,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_11,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|84|Loose Ends,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,84,Loose Ends,2017-02-02,https://www.youtube.com/watch?v=KiGoxBJQ_I0,https://criticalrole.fandom.com/wiki/Loose_Ends,3:33:53,False,,False,
Talk Show|Talks Machina|12|Loose Ends,Talk Show,Talks Machina,,12,Loose Ends,2017-02-07,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/rZujbvVqe4w,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_12,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|85|A Bard's Lament,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,85,A Bard's Lament,2017-02-09,https://www.youtube.com/watch?v=N7DuwqJtCGI,https://criticalrole.fandom.com/wiki/A_Bard%27s_Lament,3:27:17,False,,False,
Main Campaign|Campaign One: Vox Machina|86|Daring Days,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,86,Daring Days,2017-02-16,https://www.youtube.com/watch?v=OrOZRVxyR3I,https://criticalrole.fandom.com/wiki/Daring_Days,3:51:28,False,,False,
Talk Show|Talks Machina|13|A Bard's Lament & Daring Days,Talk Show,Talks Machina,,13,A Bard's Lament & Daring Days,2017-02-21,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/dQBPIyQe60s,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_13,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|87|Onward to Vesrah,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,87,Onward to Vesrah,2017-02-23,https://www.youtube.com/watch?v=cZfFsdaK1dg,https://criticalrole.fandom.com/wiki/Onward_to_Vesrah,3:33:41,False,,False,
Webseries|Game Master Tips|17|Creating Homebrew Content,Webseries,Game Master Tips,,17,Creating Homebrew Content,2017-02-23,https://youtu.be/k65s1-1TVGQ,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Talk Show|Talks Machina|14|Onward to Vesrah,Talk Show,Talks Machina,,14,Onward to Vesrah,2017-02-28,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/KHtcspwYNYw,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_14,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|88|Tangled Depths,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,88,Tangled Depths,2017-03-02,https://www.youtube.com/watch?v=rMEIgwyv2Wc,https://criticalrole.fandom.com/wiki/Tangled_Depths,5:30:29,False,,False,
Webseries|Game Master Tips|18|Writing One-Shot Campaigns,Webseries,Game Master Tips,,18,Writing One-Shot Campaigns,2017-03-02,https://youtu.be/y0fP5x-O9lg,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Talk Show|Talks Machina|15|Tangled Depths,Talk Show,Talks Machina,,15,Tangled Depths,2017-03-07,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/0A-0A_nKrdc,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_15,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|89|Curious Tides,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,89,Curious Tides,2017-03-09,https://www.youtube.com/watch?v=5tU-mBn4qsk,https://criticalrole.fandom.com/wiki/Curious_Tides,3:35:50,False,,False,
Webseries|Game Master Tips|19|Roleplaying Against Type,Webseries,Game Master Tips,,19,Roleplaying Against Type,2017-03-09,https://youtu.be/3JnbhpPGMvY,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Talk Show|Talks Machina|16|Curious Tides,Talk Show,Talks Machina,,16,Curious Tides,2017-03-14,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/IOrOroy0iac,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_16,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|90|Voice of the Tempest,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,90,Voice of the Tempest,2017-03-16,https://www.youtube.com/watch?v=Yr3tvzSqTDQ,https://criticalrole.fandom.com/wiki/Voice_of_the_Tempest,4:08:37,False,,False,
Webseries|Game Master Tips|20|Preventing or Dealing with Burnout,Webseries,Game Master Tips,,20,Preventing or Dealing with Burnout,2017-03-16,https://youtu.be/sXxWmVV2aHg,https://criticalrole.fandom.com/wiki/Game_Master_Tips_with_Matt_Mercer,,False,GM advice series with Matt Mercer,False,
Talk Show|Talks Machina|17|Voice of the Tempest,Talk Show,Talks Machina,,17,Voice of the Tempest,2017-03-21,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/zNYCRGUkBx8,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_17,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|91|Vox Machina Go to Hell,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,91,Vox Machina Go to Hell,2017-03-23,https://www.youtube.com/watch?v=mymhgcNgqBY,https://criticalrole.fandom.com/wiki/Vox_Machina_Go_to_Hell,4:12:27,False,,False,
Talk Show|Talks Machina|18|Vox Machina Go to Hell,Talk Show,Talks Machina,,18,Vox Machina Go to Hell,2017-03-28,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/HjjPT2pHz0A,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_18,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|92|Deals in the Dark,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,92,Deals in the Dark,2017-03-30,https://www.youtube.com/watch?v=uplxc5lB7cQ,https://criticalrole.fandom.com/wiki/Deals_in_the_Dark,3:39:09,False,,False,
Talk Show|Talks Machina|19|WonderCon Live Q&A,Talk Show,Talks Machina,,19,WonderCon Live Q&A,2017-04-01,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/Ert26nBNFm0,https://criticalrole.fandom.com/wiki/Talks_Machina_Answers_Your_Questions_Live_at_WonderCon,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|93|Bats Out of Hell,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,93,Bats Out of Hell,2017-04-06,https://www.youtube.com/watch?v=Tcj90Lu6Tyk,https://criticalrole.fandom.com/wiki/Bats_Out_of_Hell,4:29:26,False,,False,
Talk Show|Talks Machina|20|Bats Out of Hell,Talk Show,Talks Machina,,20,Bats Out of Hell,2017-04-11,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/0vnhBrGePWo,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_20,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|94|Jugs and Rods,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,94,Jugs and Rods,2017-04-13,https://www.youtube.com/watch?v=BNaWnFwfGJc,https://criticalrole.fandom.com/wiki/Jugs_and_Rods,4:23:32,False,,False,
Talk Show|Talks Machina|21|Jugs and Rods,Talk Show,Talks Machina,,21,Jugs and Rods,2017-04-18,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/mXIt7AvZVdA,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_21,,False,Hosted by Brian Wayne Foster,False,
Special|Specials|C1E94b|Liam's Quest: Full Circle,Special,Specials,,C1E94b,Liam's Quest: Full Circle,2017-04-20,https://youtu.be/LHita2t54xY,https://criticalrole.fandom.com/wiki/Liam%27s_Quest:_Full_Circle,4:42:27,False,,False,
Special|Specials|C1E94c|Fireside Q&A with Matthew Mercer,Special,Specials,,C1E94c,Fireside Q&A with Matthew Mercer,2017-04-25,https://youtu.be/CCBfJBf-t2Y,https://criticalrole.fandom.com/wiki/Fireside_Q%26A_with_Matthew_Mercer,1:59:27,False,,False,
Talk Show|Talks Machina|22|Liam's Quest,Talk Show,Talks Machina,,22,Liam's Quest,2017-04-25,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/NKspgHtFRsE,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_22,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|95|One Year Later...,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,95,One Year Later...,2017-04-27,https://www.youtube.com/watch?v=oUoMRr12oQc,https://criticalrole.fandom.com/wiki/One_Year_Later...,4:05:35,False,,False,
Special|Specials|C1E95a|Talks Machina – Pants Optional Critmas,Special,Specials,,C1E95a,Talks Machina – Pants Optional Critmas,2017-05-02,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/98ZZ_Tw4sSI,https://criticalrole.fandom.com/wiki/Talks_Machina_%E2%80%93_Pants_Optional_Critmas,1:26:40,False,,False,
Main Campaign|Campaign One: Vox Machina|96|Family Matters,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,96,Family Matters,2017-05-04,https://www.youtube.com/watch?v=ZWkicUhQ7yE,https://criticalrole.fandom.com/wiki/Family_Matters,4:48:48,False,,False,
Talk Show|Talks Machina|23|One Year Later & Family Matters,Talk Show,Talks Machina,,23,One Year Later & Family Matters,2017-05-09,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/rw6EZmbCGQo,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_23,,False,Hosted by Brian Wayne Foster,False,
"Main Campaign|Campaign One: Vox Machina|97|Taryon, My Wayward Son",Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,97,"Taryon, My Wayward Son",2017-05-11,https://www.youtube.com/watch?v=JweRpzsCiGo,"https://criticalrole.fandom.com/wiki/Taryon,_My_Wayward_Son",4:13:22,False,,False,
"Talk Show|Talks Machina|24|Taryon, My Wayward Son",Talk Show,Talks Machina,,24,"Taryon, My Wayward Son",2017-05-16,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/bWK-M-zEz2w,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_24,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign One: Vox Machina|98|The Mines of the Many,Main Campaign,Campaign One: Vox Machina,Arc 4: Taryon Darrington,98,The Mines of the Many,2017-05-18,https://www.youtube.com/watch?v=H84po-1-GB0,https://criticalrole.fandom.com/wiki/The_Mines_of_the_Many,4:30:37,False,,False,
Talk Show|Talks Machina|25|The Mines of the Many,Talk Show,Talks Machina,,25,The Mines of the Many,2017-05-23,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/StnTtxCByCw,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_25,,False,Hosted by Brian Wayne Foster,False,
